84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	84.413580 	
87.345679 	87.422840 	87.191358 	87.114198 	87.114198 	86.959877 	86.651235 	86.265432 	86.033951 	85.725309 	85.493827 	85.339506 	85.185185 	84.876543 	84.876543 	84.567901 	84.104938 	83.719136 	83.256173 	83.024691 	83.101852 	82.947531 	82.638889 	82.638889 	82.407407 	82.175926 	81.790123 	81.558642 	81.404321 	81.250000 	81.018519 	80.941358 	80.941358 	80.864198 	81.018519 	81.095679 	80.941358 	81.018519 	80.941358 	81.095679 	81.327160 	81.327160 	81.558642 	81.790123 	82.021605 	82.330247 	82.407407 	82.561728 	82.638889 	82.716049 	83.101852 	83.410494 	83.564815 	83.950617 	84.413580 	84.722222 	84.953704 	85.185185 	85.339506 	85.416667 	85.648148 	85.802469 	86.188272 	86.342593 	86.728395 	87.037037 	87.114198 	87.191358 	87.345679 	87.422840 	87.268519 	87.345679 	
90.200617 	89.969136 	89.891975 	89.660494 	89.660494 	88.966049 	88.425926 	88.040123 	87.577160 	87.345679 	86.728395 	86.033951 	85.493827 	85.030864 	84.645062 	83.873457 	83.179012 	82.716049 	82.253086 	82.175926 	81.327160 	80.709877 	80.555556 	80.015432 	79.861111 	79.629630 	78.935185 	78.626543 	78.472222 	78.086420 	77.932099 	77.932099 	77.700617 	77.546296 	77.777778 	77.700617 	77.623457 	77.777778 	77.854938 	78.086420 	78.086420 	78.395062 	78.626543 	79.012346 	79.320988 	79.861111 	80.092593 	80.401235 	80.709877 	81.018519 	81.712963 	82.253086 	82.793210 	83.256173 	83.719136 	84.182099 	84.799383 	85.262346 	85.725309 	86.188272 	87.114198 	87.500000 	87.808642 	88.040123 	88.580247 	89.197531 	89.583333 	89.814815 	89.969136 	90.046296 	90.123457 	90.123457 	
92.824074 	92.592593 	92.361111 	92.129630 	91.358025 	90.432099 	89.969136 	89.660494 	88.425926 	87.654321 	87.037037 	85.879630 	85.262346 	84.722222 	83.641975 	82.716049 	82.175926 	81.327160 	80.632716 	80.015432 	79.629630 	78.626543 	77.777778 	77.623457 	77.083333 	76.620370 	75.848765 	75.540123 	75.000000 	74.845679 	74.614198 	74.537037 	74.382716 	74.151235 	74.382716 	74.382716 	74.151235 	74.537037 	74.459877 	74.614198 	74.845679 	75.231481 	75.617284 	76.080247 	76.234568 	77.006173 	77.546296 	78.009259 	78.395062 	79.243827 	79.938272 	80.401235 	81.095679 	82.021605 	82.716049 	83.333333 	84.104938 	84.953704 	85.648148 	86.496914 	87.268519 	87.962963 	88.657407 	89.583333 	90.200617 	90.663580 	91.820988 	92.052469 	92.361111 	92.746914 	92.824074 	92.901235 	
95.447531 	94.907407 	94.444444 	93.364198 	92.438272 	91.898148 	90.277778 	89.660494 	88.425926 	87.345679 	86.496914 	85.339506 	84.567901 	83.410494 	82.561728 	81.481481 	80.478395 	79.706790 	78.703704 	77.777778 	77.160494 	76.080247 	75.000000 	74.459877 	74.151235 	73.070988 	72.530864 	72.067901 	71.759259 	71.450617 	70.756173 	70.524691 	70.138889 	70.138889 	70.138889 	70.061728 	70.061728 	70.061728 	70.601852 	70.756173 	71.373457 	71.682099 	72.145062 	72.376543 	73.070988 	73.842593 	74.614198 	75.308642 	75.771605 	77.006173 	77.546296 	78.395062 	79.552469 	80.324074 	81.095679 	82.253086 	82.870370 	83.950617 	85.108025 	85.956790 	87.268519 	88.040123 	88.811728 	89.891975 	90.663580 	91.898148 	92.592593 	93.672840 	94.521605 	94.984568 	95.524691 	95.833333 	
97.222222 	96.682099 	94.907407 	94.135802 	92.361111 	91.743827 	90.123457 	89.043210 	87.731481 	86.728395 	85.339506 	84.259259 	82.947531 	82.098765 	80.632716 	79.629630 	78.240741 	77.391975 	76.003086 	74.922840 	74.305556 	72.993827 	72.222222 	71.450617 	70.216049 	69.753086 	68.750000 	68.364198 	67.592593 	66.975309 	66.358025 	66.280864 	65.817901 	65.972222 	65.586420 	65.972222 	65.740741 	66.203704 	66.280864 	66.589506 	67.129630 	67.515432 	68.364198 	69.058642 	69.521605 	70.293210 	71.450617 	71.990741 	72.993827 	74.228395 	75.077160 	76.080247 	77.237654 	78.009259 	79.320988 	80.401235 	81.327160 	82.561728 	83.487654 	84.876543 	85.725309 	87.268519 	88.194444 	89.506173 	90.432099 	91.898148 	92.669753 	94.290123 	94.907407 	96.759259 	97.222222 	100.000000 	
95.293210 	94.598765 	94.135802 	92.515432 	91.743827 	90.123457 	89.043210 	87.731481 	86.342593 	85.108025 	83.487654 	82.561728 	80.864198 	79.783951 	78.549383 	77.237654 	75.771605 	74.614198 	73.379630 	71.990741 	71.219136 	69.598765 	68.981481 	67.592593 	66.435185 	65.586420 	64.891975 	63.503086 	62.731481 	62.345679 	62.037037 	61.419753 	61.342593 	60.879630 	60.725309 	60.648148 	61.111111 	61.265432 	61.805556 	62.037037 	62.500000 	63.194444 	64.043210 	65.200617 	65.663580 	66.512346 	67.746914 	68.981481 	69.753086 	71.141975 	72.222222 	73.148148 	74.691358 	75.694444 	77.160494 	78.009259 	79.706790 	80.709877 	82.098765 	82.870370 	84.645062 	85.493827 	87.191358 	87.962963 	89.506173 	90.277778 	91.898148 	92.746914 	94.135802 	94.753086 	95.293210 	95.756173 	
92.515432 	92.206790 	91.743827 	90.432099 	89.506173 	88.117284 	87.037037 	85.725309 	84.567901 	82.870370 	81.558642 	80.246914 	78.780864 	77.314815 	75.925926 	74.459877 	72.916667 	71.527778 	70.138889 	68.827160 	67.361111 	65.895062 	64.891975 	63.040123 	62.191358 	60.879630 	59.799383 	58.719136 	57.947531 	56.867284 	56.018519 	55.401235 	54.938272 	54.706790 	54.629630 	54.706790 	54.861111 	55.246914 	55.478395 	56.404321 	57.175926 	58.256173 	59.027778 	59.953704 	61.188272 	62.500000 	63.580247 	65.123457 	66.280864 	67.438272 	69.058642 	70.447531 	71.604938 	72.839506 	74.459877 	75.540123 	77.083333 	78.395062 	79.938272 	81.018519 	82.484568 	83.564815 	84.953704 	86.111111 	87.422840 	88.425926 	89.891975 	90.509259 	91.820988 	92.206790 	92.669753 	92.824074 	
89.891975 	89.583333 	88.657407 	87.808642 	87.114198 	85.493827 	84.722222 	83.101852 	82.175926 	80.401235 	79.320988 	77.469136 	75.848765 	74.691358 	72.839506 	71.450617 	69.984568 	68.055556 	66.512346 	65.123457 	63.040123 	61.728395 	59.722222 	58.333333 	56.635802 	55.015432 	54.089506 	52.391975 	50.925926 	49.922840 	49.305556 	48.456790 	47.299383 	46.990741 	46.604938 	46.836420 	47.067901 	47.993827 	48.842593 	49.691358 	50.154321 	51.543210 	53.395062 	54.475309 	55.709877 	57.638889 	58.873457 	60.262346 	62.268519 	63.503086 	65.277778 	66.820988 	68.518519 	69.753086 	71.604938 	72.916667 	74.459877 	75.694444 	77.237654 	78.858025 	80.092593 	81.327160 	82.870370 	83.873457 	85.030864 	86.265432 	87.268519 	88.040123 	89.120370 	89.737654 	89.969136 	89.969136 	
86.959877 	86.342593 	85.802469 	84.953704 	84.182099 	82.947531 	82.021605 	80.478395 	79.398148 	77.700617 	76.234568 	74.691358 	73.070988 	71.604938 	69.367284 	67.978395 	66.049383 	64.274691 	62.345679 	60.416667 	58.487654 	56.095679 	54.243827 	52.083333 	50.154321 	48.379630 	45.756173 	43.518519 	41.975309 	40.432099 	39.274691 	38.348765 	37.577160 	37.037037 	37.037037 	37.114198 	37.422840 	38.271605 	39.043210 	40.200617 	41.589506 	43.132716 	44.753086 	46.913580 	49.537037 	51.157407 	53.858025 	55.401235 	57.098765 	59.027778 	61.111111 	62.808642 	64.583333 	66.203704 	68.518519 	69.753086 	71.682099 	72.993827 	74.691358 	75.925926 	77.623457 	78.935185 	80.246914 	81.327160 	82.561728 	83.641975 	84.876543 	85.416667 	86.033951 	86.728395 	87.037037 	87.114198 	
83.641975 	83.256173 	82.716049 	82.098765 	80.864198 	80.015432 	78.780864 	77.623457 	76.003086 	74.614198 	72.993827 	71.527778 	69.598765 	68.287037 	65.740741 	63.888889 	61.959877 	59.567901 	57.638889 	55.092593 	52.854938 	49.768519 	47.145062 	43.750000 	41.126543 	38.811728 	36.111111 	33.796296 	32.716049 	31.250000 	29.783951 	29.552469 	28.626543 	28.858025 	28.549383 	28.626543 	28.935185 	29.552469 	29.861111 	30.787037 	32.638889 	33.796296 	35.416667 	38.194444 	40.432099 	42.901235 	45.524691 	49.305556 	51.157407 	54.398148 	55.709877 	58.641975 	60.262346 	62.500000 	64.197531 	65.972222 	68.364198 	69.830247 	71.527778 	72.993827 	74.614198 	75.771605 	77.237654 	78.395062 	79.783951 	80.632716 	81.712963 	82.561728 	82.947531 	83.487654 	83.796296 	83.796296 	
80.169753 	79.938272 	79.706790 	78.626543 	77.854938 	76.929012 	75.462963 	74.151235 	72.762346 	71.296296 	69.212963 	67.978395 	65.895062 	63.580247 	61.651235 	59.336420 	57.098765 	54.243827 	50.848765 	48.533951 	44.290123 	41.049383 	37.885802 	34.182099 	32.098765 	29.629630 	27.854938 	26.311728 	25.154321 	24.305556 	22.993827 	22.608025 	22.222222 	21.990741 	21.913580 	22.222222 	22.299383 	22.993827 	23.379630 	24.382716 	25.540123 	26.697531 	28.240741 	29.938272 	31.558642 	34.104938 	36.496914 	40.046296 	43.132716 	46.219136 	50.077160 	52.700617 	55.092593 	58.101852 	60.030864 	62.345679 	64.120370 	66.358025 	68.132716 	69.598765 	71.296296 	72.762346 	74.537037 	75.385802 	76.851852 	77.546296 	78.317901 	79.475309 	79.861111 	80.401235 	80.555556 	80.555556 	
77.006173 	76.774691 	76.080247 	75.077160 	74.459877 	73.148148 	72.067901 	70.679012 	68.981481 	67.283951 	65.586420 	63.503086 	61.496914 	58.873457 	56.558642 	53.858025 	50.385802 	47.067901 	42.824074 	39.197531 	34.799383 	32.175926 	29.320988 	26.851852 	24.845679 	22.839506 	21.604938 	19.907407 	19.212963 	18.055556 	18.209877 	18.672840 	18.827160 	19.135802 	19.290123 	20.216049 	20.524691 	20.987654 	21.219136 	21.527778 	22.067901 	22.067901 	22.685185 	23.611111 	25.462963 	27.083333 	29.475309 	31.635802 	34.490741 	38.117284 	41.435185 	45.138889 	49.228395 	52.237654 	54.783951 	57.947531 	59.567901 	62.191358 	64.043210 	65.817901 	67.438272 	68.981481 	70.756173 	71.913580 	73.070988 	74.228395 	75.000000 	75.771605 	76.466049 	76.929012 	77.237654 	77.160494 	
73.070988 	72.839506 	72.222222 	71.527778 	70.524691 	69.444444 	68.132716 	66.280864 	65.046296 	62.885802 	61.265432 	58.410494 	55.709877 	53.395062 	50.154321 	46.141975 	41.975309 	38.117284 	33.641975 	30.169753 	27.623457 	25.000000 	22.762346 	20.833333 	19.058642 	17.206790 	16.820988 	16.898148 	17.283951 	17.746914 	18.132716 	18.827160 	19.367284 	19.984568 	20.833333 	21.527778 	22.222222 	22.839506 	22.916667 	23.456790 	23.996914 	24.382716 	24.228395 	24.228395 	23.842593 	23.302469 	24.151235 	25.771605 	27.469136 	30.246914 	33.333333 	36.651235 	40.817901 	44.521605 	48.842593 	51.620370 	54.629630 	56.944444 	59.490741 	61.574074 	63.271605 	65.509259 	66.666667 	68.132716 	69.521605 	70.370370 	71.759259 	72.067901 	72.685185 	73.148148 	73.379630 	73.533951 	
69.058642 	68.827160 	68.287037 	67.206790 	66.358025 	65.354938 	63.580247 	61.959877 	59.799383 	58.179012 	55.401235 	52.777778 	49.537037 	45.293210 	41.435185 	37.345679 	32.947531 	29.398148 	26.697531 	23.688272 	21.604938 	18.981481 	17.206790 	16.049383 	15.972222 	16.049383 	16.512346 	16.898148 	17.129630 	17.669753 	18.132716 	18.132716 	18.904321 	19.212963 	19.675926 	20.216049 	20.679012 	21.064815 	22.067901 	23.225309 	24.074074 	24.305556 	25.154321 	25.231481 	25.462963 	25.308642 	25.771605 	25.462963 	24.305556 	24.537037 	27.083333 	29.629630 	32.716049 	35.802469 	40.046296 	43.827160 	48.070988 	51.080247 	54.012346 	56.404321 	58.641975 	60.493827 	62.500000 	63.811728 	65.432099 	66.435185 	67.283951 	68.209877 	68.827160 	68.981481 	69.290123 	69.135802 	
